index,title,description,difficulty,certificate_available,students,price,rating,reviews_count,source,course
machine-learning-data-science-bootcamp-with-r-python/,Machine Learning & Data Science Bootcamp with  R  & Python,"Learn R, Python, Machine Learning, Deep Learning, Google Colab,  Real world projects with Code and step by step guidance",Все уровни,True,1 358 студента,5390.0,"4,2",47,udemy,Обработка и анализ данных
time-series-analysis-and-forecasting-plus-eda-using-python/,Time Series Analysis and Forecasting using Python,Learn about Time Series Analysis and Forecasting models using Python in just under 11 hours.,Все уровни,True,420 студента,5390.0,"4,4",47,udemy,Обработка и анализ данных
data-analytics-real-world-case-studies-using-python/,Data Analytics Real World Projects using Python,Start your Data Analytics Career with Python by solving Real-world case-studies ! Improve your Data Science skills !,Средний,True,4 285 студента,5390.0,"4,3",47,udemy,Обработка и анализ данных
become-a-citizen-data-scientist-marketing-perspective/,Become a Citizen Data Scientist : Marketing perspective,"Understand your customer : Profiling, Segmentation, Targeting and Recommendation using Microsoft Azure ML, SQL, Power BI",Начальный,True,2 385 студента,6190.0,"3,9",46,udemy,Обработка и анализ данных
learn-big-data-hadoop-hands-on-for-beginner/,Learn Big Data Hadoop: Hands-On for Beginner,"Big Data Engineering and Hadoop tutorial with Bigdata, Hadoop, HDFS, Yarn, MapReduce, Pig, Sqoop, and Flume",Начальный,True,12 216 студента,5390.0,"3,8",48,udemy,Обработка и анализ данных
data-science-python-3/,Data Science и Machine Learning на Python 3 с нуля,"Изучи Python 3 с нуля для работы с Data Science и и Machine Learning библиотеками - NumPy, Pandas, Matplotlib and more!",Все уровни,True,5 101 студент,5690.0,"4,5",926,udemy,Обработка и анализ данных
advance-python-python-for-datascience/,Advance Python | Python for Datascience,A Python-Based Datascience Roadmap,Все уровни,True,134 студента,5390.0,"4,4",47,udemy,Обработка и анализ данных
testing-statistical-hypotheses-in-data-science-with-python-3/,Testing Statistical Hypotheses in Data science with Python 3,Parametric and nonparametric hypotheses testing using Python 3 advanced statistical libraries with real world data,Средний,True,314 студента,6190.0,"4,3",47,udemy,Обработка и анализ данных
advanced-dax-r/,Расширенный\Advanced DAX для бизнес-пользователей,Углубленное владение расширенными вычислениями на DAX,Все уровни,True,59 студента,5390.0,"5,0",11,udemy,Обработка и анализ данных
ai-machinelearning-ru/,Искусственный интеллект и Машинное обучение + Основы Python,"Научитесь понимать технологии ИИ, Машинное обучение и Нейронные Сети, а также основы Программирования на Python",Все уровни,True,2 123 студента,6090.0,"4,5",481,udemy,Обработка и анализ данных
microsoft-excel-ultimate-excel-from-beginner-to-advanced/,Microsoft Excel: Ultimate Excel from Beginner to Advanced,Master Excel from Absolute basics to Advanced and Master Advanced Excel Formulas & Functions with Real-World Projects,Все уровни,True,81 студент,5390.0,"4,6",47,udemy,Обработка и анализ данных
the-definitive-intro-to-big-data-science/,The definitive intro to big data science,Learn the ins & outs of big data and data science in the most complete helicopter-view course that there is.,Начальный,True,351 студент,5390.0,"4,6",48,udemy,Обработка и анализ данных
agentic-ai-private-agentic-rag-with-langgraph-and-ollama/,Agentic AI - Private Agentic RAG with LangGraph and Ollama,"LangGraph v1, Ollama, Agentic RAG, Private RAG, Corrective RAG, CRAG, Reflexion, Self-RAG, Adaptive RAG, MySQL Agent",Все уровни,True,521 студент,5390.0,"4,9",46,udemy,Обработка и анализ данных
tensorflow-on-googles-cloud-platform-for-data-engineers/,Tensorflow on Google's Cloud Platform for Data Engineers,The Fourth Course in a Series for Attaining the Google Certified Data Engineer,Средний,True,586 студента,6090.0,"4,2",47,udemy,Обработка и анализ данных
learn-object-detection-counting-tracking-with-dl-ml/,"Learn Object Detection Tracking and Counting with DL, ML","Object Detection, Tracking & Counting with OpenCV, Tensorflow, dlib, Machine Learning , Deep Learning",Все уровни,True,186 студента,5890.0,"3,4",47,udemy,Обработка и анализ данных
professional-certificate-in-data-engineering/,Professional Certificate in Data Engineering,Get a kick start on your Data Engineering Career. Learn,Все уровни,False,277 студента,5390.0,"4,3",46,udemy,Обработка и анализ данных
nlp-chatbots/,NLP Techniques for creating AI Chatbots,Lean all the current techniques for building full business-ready chatbots that go past the basic frame!,Все уровни,True,271 студент,5390.0,"4,0",48,udemy,Обработка и анализ данных
python-machine-learning-data-science-russian/,Машинное обучение в Python: Machine Learning & Data Science,"Изучите NumPy, Pandas, Matplotlib, Seaborn, Scikit-Learn и многое другое! Осваивайте Искусственный Интеллект на практике",Все уровни,True,4 455 студента,5390.0,"4,7",800,udemy,Обработка и анализ данных
advanced-data-science-methods-and-algorithms/,Advanced Data Science Methods and Algorithms,Learn Advanced Data Science Methods and Algorithms with Pandas and Python,Все уровни,True,1 499 студента,5390.0,"4,7",58,udemy,Обработка и анализ данных
building-self-driving-cars-in-python-from-scratch/,Build self-driving cars - AI Genetic Algorithms from scratch,Learn how to train Neural Networks with Python to create autonomous cars without AI frameworks and libraries,Средний,True,375 студента,5390.0,"4,7",55,udemy,Обработка и анализ данных
machine-leaning-with-aws/,Machine Learning  with AWS,Sagemaker|Comprehend|DeepLens|Lex|Polly|Transcribe|Translate|Celebrity recognition|ObjectAndSceneDetection|TextInImage,Все уровни,True,808 студента,5690.0,"3,5",56,udemy,Обработка и анализ данных
data-science-python-3/,Data Science и Machine Learning на Python 3 с нуля,"Изучи Python 3 с нуля для работы с Data Science и и Machine Learning библиотеками - NumPy, Pandas, Matplotlib and more!",Начальный,True,5 101 студент,5690.0,"4,5",926,udemy,Обработка и анализ данных
r-complete-machine-learning-solutions/,R: Complete Machine Learning Solutions,Use over 100 solutions to analyze data and build predictive models,Профессиональный,True,584 студента,5690.0,"3,7",56,udemy,Обработка и анализ данных
